1,0,30,21,33,12,8,-6,0,1,0,0,0,0,0,0,0,0,0,0
2,500,28,19,31,12,7,-7,0,1,0,0,0,0,0,0,0,0,0,0
3,1000,28,20,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
4,1500,30,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
5,2000,30,21,33,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
6,2500,30,19,31,12,7,-8,0,1,0,0,0,0,0,0,0,0,0,0
7,3000,28,19,31,12,7,-8,0,1,0,0,0,0,0,0,0,0,0,0
8,3500,30,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
9,4000,30,21,33,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
10,4500,29,21,33,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
11,5000,30,19,31,12,7,-8,0,1,0,0,0,0,0,0,0,0,0,0
12,5500,30,18,31,12,6,-7,0,1,0,0,0,0,0,0,0,0,0,0
13,6000,30,21,33,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
14,6500,30,21,33,12,9,-6,0,1,0,0,0,0,0,0,0,0,0,0
15,7000,28,19,32,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
16,7500,28,18,31,12,7,-8,0,1,0,0,0,0,0,0,0,0,0,0
17,8000,30,18,31,12,6,-7,0,1,0,0,0,0,0,0,0,0,0,0
18,8500,28,19,31,12,8,-8,0,1,0,0,0,0,0,0,0,0,0,0
19,9000,28,18,31,12,8,-8,0,1,0,0,0,0,0,0,0,0,0,0
20,9500,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
21,10000,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
22,10500,28,20,31,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
23,11000,28,19,31,12,7,-7,0,1,0,0,0,0,0,0,0,0,0,0
24,11500,28,20,33,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
25,12000,28,19,32,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
26,12500,29,21,33,12,9,-6,0,1,0,0,0,0,0,0,0,0,0,0
27,13000,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
28,13500,30,18,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
29,14000,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
30,14500,30,20,33,12,9,-6,0,1,0,0,0,0,0,0,0,0,0,0
31,15000,28,19,31,12,7,-7,0,1,0,0,0,0,0,0,0,0,0,0
32,15500,28,20,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
33,16000,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
34,16500,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
35,17000,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
36,17500,28,19,31,12,8,-8,0,1,0,0,0,0,0,0,0,0,0,0
37,18000,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
38,18500,28,19,31,12,7,-7,0,1,0,0,0,0,0,0,0,0,0,0
39,19000,30,21,33,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
40,19500,28,19,32,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
41,20000,28,19,31,12,8,-8,0,1,0,0,0,0,0,0,0,0,0,0
42,20500,30,19,31,12,6,-8,0,1,0,0,0,0,0,0,0,0,0,0
43,21000,30,21,32,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
44,21500,30,21,33,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
45,22000,28,20,33,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
46,22500,30,21,33,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
47,23000,30,19,31,12,7,-7,0,1,0,0,0,0,0,0,0,0,0,0
48,23500,28,19,31,12,6,-7,0,1,0,0,0,0,0,0,0,0,0,0
49,24000,28,19,31,12,6,-8,0,1,0,0,0,0,0,0,0,0,0,0
50,24500,30,18,31,12,8,-8,0,1,0,0,0,0,0,0,0,0,0,0
51,25000,30,19,31,12,6,-8,0,1,0,0,0,0,0,0,0,0,0,0
52,25500,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
53,26000,30,18,31,12,7,-8,0,1,0,0,0,0,0,0,0,0,0,0
54,26500,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
55,27000,28,20,31,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
56,27500,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
57,28000,30,21,33,12,9,-7,0,1,0,0,0,0,0,0,0,0,0,0
58,28500,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
59,29000,28,19,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
60,29500,28,20,31,12,8,-7,0,1,0,0,0,0,0,0,0,0,0,0
