1,0,-1077,18,33,15,9,-6,0,1,0,0,0,0,0,0,0,0,1,0
2,500,-1061,18,31,15,7,-7,0,1,0,0,0,0,0,0,0,0,1,0
3,1000,-937,19,32,16,9,-7,0,1,0,0,0,0,0,0,0,0,1,0
4,1500,-798,20,31,15,9,-7,0,1,0,0,0,0,0,0,0,0,1,0
5,2000,-625,18,31,15,9,-7,0,1,0,0,0,0,0,0,0,0,1,0
6,2500,-421,19,31,15,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
7,3000,-196,20,31,13,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
8,3500,55,19,30,12,8,-8,0,1,0,0,0,0,0,0,0,0,1,0
9,4000,288,18,31,9,6,-8,0,1,0,0,0,0,0,0,0,0,1,0
10,4500,493,18,31,9,6,-8,0,1,0,0,0,0,0,0,0,0,1,0
11,5000,689,18,31,9,6,-7,0,1,0,0,0,0,0,0,0,0,1,0
12,5500,854,19,31,8,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
13,6000,981,18,33,6,7,-7,0,1,0,0,0,0,0,0,0,0,1,0
14,6500,1060,18,33,9,7,-7,0,1,0,0,0,0,0,0,0,0,1,0
15,7000,1094,18,31,9,6,-7,0,1,0,0,0,0,0,0,0,0,1,0
16,7500,1094,18,33,9,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
17,8000,1060,18,33,9,6,-6,0,1,0,0,0,0,0,0,0,0,1,0
18,8500,995,20,31,6,9,-7,0,1,0,0,0,0,0,0,0,0,1,0
19,9000,899,19,31,6,9,-7,0,1,0,0,0,0,0,0,0,0,1,0
20,9500,789,18,30,6,7,-8,0,1,0,0,0,0,0,0,0,0,1,0
21,10000,668,19,31,9,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
22,10500,546,21,31,9,9,-7,0,1,0,0,0,0,0,0,0,0,1,0
23,11000,428,18,31,9,8,-8,0,1,0,0,0,0,0,0,0,0,1,0
24,11500,315,18,32,9,6,-7,0,1,0,0,0,0,0,0,0,0,1,0
25,12000,235,19,31,9,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
26,12500,143,18,30,11,6,-8,0,1,0,0,0,0,0,0,0,0,1,0
27,13000,59,20,31,12,9,-7,0,1,0,0,0,0,0,0,0,0,1,0
28,13500,-20,19,31,12,7,-8,0,1,0,0,0,0,0,0,0,0,1,0
29,14000,-97,18,32,12,9,-7,0,1,0,0,0,0,0,0,0,0,1,0
30,14500,-178,18,33,12,9,-6,0,1,0,0,0,0,0,0,0,0,1,0
31,15000,-283,18,32,12,9,-7,0,1,0,0,0,0,0,0,0,0,1,0
32,15500,-382,18,31,14,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
33,16000,-482,18,30,14,6,-8,0,1,0,0,0,0,0,0,0,0,1,0
34,16500,-595,20,31,15,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
35,17000,-708,19,31,16,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
36,17500,-813,18,31,16,8,-8,0,1,0,0,0,0,0,0,0,0,1,0
37,18000,-916,19,31,17,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
38,18500,-999,19,31,16,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
39,19000,-1061,19,31,16,7,-8,0,1,0,0,0,0,0,0,0,0,1,0
40,19500,-1082,19,31,15,6,-8,0,1,0,0,0,0,0,0,0,0,1,0
41,20000,-1073,18,31,15,6,-8,0,1,0,0,0,0,0,0,0,0,1,0
42,20500,-1025,19,30,15,6,-8,0,1,0,0,0,0,0,0,0,0,1,0
43,21000,-928,21,31,16,8,-7,0,1,0,0,0,0,0,0,0,0,1,0
44,21500,-794,18,31,16,7,-8,0,1,0,0,0,0,0,0,0,0,1,0
