1,0,0,0,0,0,0,0,0,0,0,0,0
2,2000,0,-20,0,0,0,0,0,0,0,0,0
3,4000,0,-20,0,0,0,0,0,0,0,0,0
4,6000,0,0,0,0,0,0,0,0,0,0,0
5,8000,-20,0,0,0,0,0,0,0,0,0,0
6,10000,0,0,0,0,0,0,0,0,0,0,0
7,12000,0,0,0,0,0,0,0,0,0,0,0
8,14000,0,0,-20,0,0,0,0,0,0,0,0
9,16000,0,0,0,0,0,0,0,0,0,0,0
10,18000,0,0,0,0,0,0,0,0,0,0,0
11,20000,0,-20,0,0,0,0,0,0,0,0,0
12,22000,0,0,0,0,0,0,0,0,0,0,0
13,24000,0,0,0,0,0,0,0,0,0,0,0
14,26000,0,0,0,0,0,0,0,0,0,0,0
15,28000,0,0,0,0,0,0,0,0,0,0,0
16,30000,-20,0,0,0,0,0,0,0,0,0,0
17,32000,0,0,0,0,0,0,0,0,0,0,0
18,34000,0,0,0,0,0,0,0,0,0,0,0
19,36000,0,0,-20,0,0,0,0,0,0,0,0
20,38000,0,0,0,0,0,0,0,0,0,0,0
21,40000,0,-20,0,0,0,0,0,0,0,0,0
22,42000,0,-20,0,0,0,0,0,0,0,0,0
23,44000,0,0,0,0,0,0,0,0,0,0,0
24,46000,0,0,0,0,0,0,0,0,0,0,0
25,48000,-20,0,0,0,0,0,0,0,0,0,0
26,50000,0,0,0,0,0,0,0,0,0,0,0
27,52000,-20,0,0,0,0,0,0,0,0,0,0
28,54000,0,0,-20,0,0,0,0,0,0,0,0
29,56000,0,0,0,0,0,0,0,0,0,0,0
30,58000,0,0,0,0,0,0,0,0,0,0,0
31,60000,0,-20,0,0,0,0,0,0,0,0,0
32,62000,0,-20,0,0,0,0,0,0,0,0,0
33,64000,0,0,0,0,0,0,0,0,0,0,0
34,66000,-20,0,0,0,0,0,0,0,0,0,0
35,68000,-20,0,0,0,0,0,0,0,0,0,0
36,70000,0,0,0,0,0,0,0,0,0,0,0
37,72000,0,0,0,0,0,0,0,0,0,0,0
38,74000,0,0,0,0,0,0,0,0,0,0,0
39,76000,0,0,-20,0,0,0,0,0,0,0,0
40,78000,0,0,0,0,0,0,0,0,0,0,0
41,80000,0,0,0,0,0,0,0,0,0,0,0
42,82000,0,-20,0,0,0,0,0,0,0,0,0
43,84000,0,0,0,0,0,0,0,0,0,0,0
44,86000,0,0,0,0,0,0,0,0,0,0,0
45,88000,0,0,0,0,0,0,0,0,0,0,0
46,90000,0,0,0,0,0,0,0,0,0,0,0
47,92000,0,0,0,0,0,0,0,0,0,0,0
48,94000,0,0,-20,0,0,0,0,0,0,0,0
49,96000,0,0,0,0,0,0,0,0,0,0,0
50,98000,0,0,0,0,0,0,0,0,0,0,0
51,100000,0,-20,0,0,0,0,0,0,0,0,0
52,102000,0,-20,0,0,0,0,0,0,0,0,0
53,104000,0,0,0,0,0,0,0,0,0,0,0
54,106000,0,0,0,0,0,0,0,0,0,0,0
55,108000,-20,0,0,0,0,0,0,0,0,0,0
56,110000,0,0,0,0,0,0,0,0,0,0,0
57,112000,0,0,0,0,0,0,0,0,0,0,0
58,114000,0,0,-20,0,0,0,0,0,0,0,0
59,116000,0,0,0,0,0,0,0,0,0,0,0
60,118000,0,0,0,0,0,0,0,0,0,0,0
61,120000,0,0,0,0,0,0,0,0,0,0,0
62,122000,0,0,0,0,0,0,0,0,0,0,0
63,124000,0,0,0,0,0,0,0,0,0,0,0
64,126000,0,0,0,0,0,0,0,0,0,0,0
65,128000,-20,0,0,0,0,0,0,0,0,0,0
66,130000,-20,0,0,0,0,0,0,0,0,0,0
67,132000,0,0,0,0,0,0,0,0,0,0,0
68,134000,0,0,0,0,0,0,0,0,0,0,0
69,136000,0,0,0,0,0,0,0,0,0,0,0
70,138000,0,0,0,0,0,0,0,0,0,0,0
71,140000,0,0,0,0,0,0,0,0,0,0,0
72,142000,0,-20,0,0,0,0,0,0,0,0,0
73,144000,0,0,0,0,0,0,0,0,0,0,0
74,146000,0,0,0,0,0,0,0,0,0,0,0
75,148000,-20,0,0,0,0,0,0,0,0,0,0
76,150000,-20,0,0,0,0,0,0,0,0,0,0
77,152000,0,0,0,0,0,0,0,0,0,0,0
78,154000,0,0,-20,0,0,0,0,0,0,0,0
79,156000,0,0,-20,0,0,0,0,0,0,0,0
80,158000,0,0,0,0,0,0,0,0,0,0,0
81,160000,0,-20,0,0,0,0,0,0,0,0,0
82,162000,0,-20,0,0,0,0,0,0,0,0,0
83,164000,0,0,0,0,0,0,0,0,0,0,0
84,166000,-20,0,0,0,0,0,0,0,0,0,0
85,168000,0,0,0,0,0,0,0,0,0,0,0
86,170000,-20,0,0,0,0,0,0,0,0,0,0
87,172000,0,0,0,0,0,0,0,0,0,0,0
88,174000,0,0,-20,0,0,0,0,0,0,0,0
89,176000,0,0,-20,0,0,0,0,0,0,0,0
90,178000,0,0,0,0,0,0,0,0,0,0,0
91,180000,0,-20,0,0,0,0,0,0,0,0,0
92,182000,0,-20,0,0,0,0,0,0,0,0,0
93,184000,0,-20,0,0,0,0,0,0,0,0,0
94,186000,0,0,0,0,0,0,0,0,0,0,0
95,188000,0,0,0,0,0,0,0,0,0,0,0
96,190000,-20,0,0,0,0,0,0,0,0,0,0
97,192000,0,0,0,0,0,0,0,0,0,0,0
98,194000,0,0,0,0,0,0,0,0,0,0,0
99,196000,0,0,-20,0,0,0,0,0,0,0,0
100,198000,0,0,0,0,0,0,0,0,0,0,0
101,200000,0,0,0,0,0,0,0,0,0,0,0
102,202000,0,-20,0,0,0,0,0,0,0,0,0
103,204000,0,-20,0,0,0,0,0,0,0,0,0
104,206000,0,0,0,0,0,0,0,0,0,0,0
105,208000,0,0,0,0,0,0,0,0,0,0,0
106,210000,-20,0,0,0,0,0,0,0,0,0,0
107,212000,0,0,0,0,0,0,0,0,0,0,0
108,214000,0,0,-20,0,0,0,0,0,0,0,0
109,216000,0,0,-20,0,0,0,0,0,0,0,0
110,218000,0,0,0,0,0,0,0,0,0,0,0
111,220000,0,0,0,0,0,0,0,0,0,0,0
112,222000,0,-20,0,0,0,0,0,0,0,0,0
113,224000,0,-20,0,0,0,0,0,0,0,0,0
114,226000,-20,0,0,0,0,0,0,0,0,0,0
115,228000,0,0,0,0,0,0,0,0,0,0,0
116,230000,-20,0,0,0,0,0,0,0,0,0,0
117,232000,0,0,0,0,0,0,0,0,0,0,0
118,234000,0,0,0,0,0,0,0,0,0,0,0
119,236000,0,0,0,0,0,0,0,0,0,0,0
120,238000,0,0,0,0,0,0,0,0,0,0,0
121,240000,0,-20,0,0,0,0,0,0,0,0,0
122,242000,0,-20,0,0,0,0,0,0,0,0,0
123,244000,0,0,0,0,0,0,0,0,0,0,0
124,246000,0,0,0,0,0,0,0,0,0,0,0
125,248000,0,0,0,0,0,0,0,0,0,0,0
126,250000,0,0,0,0,0,0,0,0,0,0,0
127,252000,0,0,0,0,0,0,0,0,0,0,0
128,254000,0,0,-20,0,0,0,0,0,0,0,0
129,256000,0,0,-20,0,0,0,0,0,0,0,0
130,258000,0,0,0,0,0,0,0,0,0,0,0
131,260000,0,0,0,0,0,0,0,0,0,0,0
132,262000,0,-20,0,0,0,0,0,0,0,0,0
133,264000,0,0,0,0,0,0,0,0,0,0,0
134,266000,0,0,0,0,0,0,0,0,0,0,0
135,268000,-20,0,0,0,0,0,0,0,0,0,0
136,270000,-20,0,0,0,0,0,0,0,0,0,0
137,272000,0,0,0,0,0,0,0,0,0,0,0
138,274000,0,0,-20,0,0,0,0,0,0,0,0
139,276000,0,0,-20,0,0,0,0,0,0,0,0
140,278000,0,0,0,0,0,0,0,0,0,0,0
141,280000,0,-20,0,0,0,0,0,0,0,0,0
142,282000,0,0,0,0,0,0,0,0,0,0,0
143,284000,0,0,0,0,0,0,0,0,0,0,0
144,286000,0,0,0,0,0,0,0,0,0,0,0
145,288000,-20,0,0,0,0,0,0,0,0,0,0
146,290000,-20,0,0,0,0,0,0,0,0,0,0
147,292000,0,0,0,0,0,0,0,0,0,0,0
148,294000,0,0,0,0,0,0,0,0,0,0,0
149,296000,0,0,-20,0,0,0,0,0,0,0,0
150,298000,0,0,0,0,0,0,0,0,0,0,0
151,300000,0,-20,0,0,0,0,0,0,0,0,0
152,302000,0,-20,0,0,0,0,0,0,0,0,0
153,304000,0,0,0,0,0,0,0,0,0,0,0
154,306000,-20,0,0,0,0,0,0,0,0,0,0
155,308000,-20,0,0,0,0,0,0,0,0,0,0
156,310000,-20,0,0,0,0,0,0,0,0,0,0
157,312000,0,0,0,0,0,0,0,0,0,0,0
158,314000,0,0,-20,0,0,0,0,0,0,0,0
159,316000,0,0,0,0,0,0,0,0,0,0,0
160,318000,0,0,0,0,0,0,0,0,0,0,0
161,320000,0,-20,0,0,0,0,0,0,0,0,0
162,322000,0,-20,0,0,0,0,0,0,0,0,0
163,324000,0,0,0,0,0,0,0,0,0,0,0
164,326000,0,0,0,0,0,0,0,0,0,0,0
165,328000,0,0,0,0,0,0,0,0,0,0,0
166,330000,0,0,0,0,0,0,0,0,0,0,0
167,332000,0,0,0,0,0,0,0,0,0,0,0
168,334000,0,0,0,0,0,0,0,0,0,0,0
169,336000,0,0,0,0,0,0,0,0,0,0,0
170,338000,0,0,0,0,0,0,0,0,0,0,0
171,340000,0,-20,0,0,0,0,0,0,0,0,0
172,342000,0,-20,0,0,0,0,0,0,0,0,0
173,344000,0,0,0,0,0,0,0,0,0,0,0
174,346000,0,0,0,0,0,0,0,0,0,0,0
175,348000,-20,0,0,0,0,0,0,0,0,0,0
176,350000,-20,0,0,0,0,0,0,0,0,0,0
177,352000,0,0,0,0,0,0,0,0,0,0,0
178,354000,0,0,-20,0,0,0,0,0,0,0,0
179,356000,0,0,0,0,0,0,0,0,0,0,0
